case_id,medicine_name,medicine_criticality,cold_chain_required,supplier_id,destination_facility,supplier_on_time_rate,supplier_fill_rate,lead_time_days,lead_time_variability,route_delay_days,weather_risk_score,demand_spike_factor,current_stock_days,warehouse_utilization,safety_stock_gap,disruption_within_7d
C461,Adrenaline Injection,5,0,S6,District Hospital Ajmer,0.901,0.844,7,4.06,2.45,4,1.44,12,75,0,0
C462,Anti-snake Venom,5,1,S1,District Hospital Jodhpur,0.934,0.96,9,2.9,1.49,1,1.13,22,76,0,0
C463,Iron Folic Acid,2,0,S6,CHC Udaipur,0.798,0.913,2,0.46,1.9,4,1.25,21,69,0,0
C464,Amoxicillin,4,0,S9,District Hospital Ajmer,0.658,0.772,11,2.65,2.99,3,1.32,20,94,0,1
C465,Rabies Vaccine,5,1,S7,PHC Alwar,0.704,0.833,7,2.64,0.43,4,0.6,24,62,0,0
C466,Ceftriaxone,4,0,S1,PHC Sikar,0.66,0.91,6,3.69,2.08,8,1.23,14,51,0,1
C467,Oxytocin,5,0,S1,PHC Alwar,0.682,0.907,7,3.97,0.0,9,1.45,18,72,0,1
C468,Rabies Vaccine,5,1,S5,Medical College Kota,0.885,0.814,2,3.63,1.41,4,0.88,20,94,0,0
C469,Ceftriaxone,4,0,S7,PHC Sikar,0.886,0.732,11,1.99,1.48,9,1.0,16,89,0,0
C470,Insulin,5,1,S3,CHC Udaipur,0.99,0.877,3,3.88,4.14,2,1.19,4,92,4,0
C471,Iron Folic Acid,2,0,S2,CHC Bikaner,0.705,0.725,8,2.26,3.75,6,0.92,16,64,0,1
C472,Pentavalent Vaccine,5,1,S4,Medical College Kota,0.852,0.926,2,2.4,0.11,5,0.98,4,74,4,0
C473,Ceftriaxone,4,0,S1,District Hospital Ajmer,0.683,0.914,6,1.22,1.67,3,0.83,9,67,0,0
C474,Oxytocin,5,0,S4,District Hospital Jodhpur,0.949,0.902,4,0.0,2.4,10,0.69,1,84,7,0
C475,Iron Folic Acid,2,0,S3,Medical College Kota,0.712,0.787,6,2.18,3.86,6,0.69,10,92,0,1
C476,Iron Folic Acid,2,0,S9,District Hospital Jaipur,0.839,0.85,10,2.41,0.69,5,0.65,24,91,0,0
C477,ORS,3,0,S2,CHC Bikaner,0.853,0.83,4,4.94,0.0,5,1.28,6,62,2,0
C478,Insulin,5,1,S4,District Hospital Ajmer,0.752,0.87,6,2.27,0.43,2,0.9,9,75,0,0
C479,Ceftriaxone,4,0,S4,District Hospital Jaipur,0.884,0.888,4,1.65,3.0,5,1.25,18,62,0,0
C480,Iron Folic Acid,2,0,S10,Medical College Kota,0.836,0.877,10,2.56,1.5,5,1.58,22,52,0,1
C481,Iron Folic Acid,2,0,S9,CHC Udaipur,0.773,0.951,11,1.03,3.01,1,0.62,8,95,0,0
C482,Oxytocin,5,0,S2,PHC Sikar,0.79,0.772,9,4.22,2.61,2,0.7,5,60,3,1
C483,Paracetamol Injection,3,0,S3,PHC Alwar,0.838,0.912,4,2.14,1.52,6,0.78,5,68,3,0
C484,Pentavalent Vaccine,5,1,S7,CHC Bikaner,0.872,0.811,11,0.9,3.47,9,1.15,5,71,3,0
C485,Adrenaline Injection,5,0,S1,PHC Sikar,0.738,0.569,3,2.6,4.92,0,0.86,6,95,2,0
C486,Iron Folic Acid,2,0,S8,CHC Bikaner,0.735,0.837,11,6.46,2.74,5,0.82,6,75,2,0
C487,Ceftriaxone,4,0,S6,PHC Sikar,0.782,0.766,3,2.39,2.87,9,0.76,15,51,0,1
C488,Amoxicillin,4,0,S3,CHC Bikaner,0.903,0.916,11,0.0,2.67,2,0.5,18,88,0,0
C489,Adrenaline Injection,5,0,S5,PHC Sikar,0.919,0.764,6,1.19,1.16,8,0.59,16,73,0,0
C490,ORS,3,0,S7,CHC Bikaner,0.725,0.793,7,1.38,1.13,0,1.23,19,51,0,0
C491,Amoxicillin,4,0,S6,PHC Alwar,0.785,0.887,4,4.41,2.92,0,1.11,18,58,0,0
C492,Oxytocin,5,0,S9,District Hospital Jaipur,0.714,0.918,7,2.31,0.51,0,1.01,8,52,0,1
C493,Adrenaline Injection,5,0,S2,District Hospital Jodhpur,0.879,0.864,6,2.62,1.43,2,0.5,1,88,7,1
C494,Oxytocin,5,0,S3,Medical College Kota,0.95,0.883,10,7.34,1.57,2,0.9,2,88,6,1
C495,Iron Folic Acid,2,0,S5,Medical College Kota,0.576,1.0,7,1.28,2.15,8,0.97,3,82,5,0
C496,Oxytocin,5,0,S3,Medical College Kota,0.99,0.785,4,2.79,0.08,5,1.01,7,62,1,0
C497,Rabies Vaccine,5,1,S3,Medical College Kota,0.82,0.901,9,3.44,2.22,7,1.7,18,61,0,0
C498,Iron Folic Acid,2,0,S7,District Hospital Jaipur,0.99,0.918,10,1.94,2.29,1,1.04,15,85,0,0
C499,Oxytocin,5,0,S6,District Hospital Jodhpur,0.901,0.898,2,0.54,0.0,4,0.93,18,78,0,0
C500,Insulin,5,1,S1,District Hospital Jaipur,0.696,0.849,2,0.43,2.31,2,0.5,21,88,0,0
C501,Amoxicillin,4,0,S7,CHC Udaipur,0.853,0.889,3,3.52,1.75,5,0.5,3,86,5,0
C502,Salbutamol,4,0,S4,CHC Bikaner,0.87,0.772,2,1.72,1.41,9,0.95,16,89,0,0
C503,Ceftriaxone,4,0,S1,District Hospital Ajmer,0.808,0.898,2,2.48,0.0,10,0.74,21,87,0,0
C504,Rabies Vaccine,5,1,S7,District Hospital Jaipur,0.898,0.872,3,2.59,0.0,8,1.83,14,56,0,0
C505,Iron Folic Acid,2,0,S8,PHC Sikar,0.817,0.727,11,2.41,1.93,3,0.5,9,84,0,1
C506,ORS,3,0,S6,CHC Bikaner,0.86,0.717,4,2.7,3.48,0,0.87,16,88,0,0
C507,Pentavalent Vaccine,5,1,S3,Medical College Kota,0.99,0.952,6,2.87,4.38,9,1.34,20,53,0,0
C508,Rabies Vaccine,5,1,S7,PHC Sikar,0.638,0.844,9,4.61,2.08,1,0.83,14,59,0,0
C509,Ceftriaxone,4,0,S3,District Hospital Ajmer,0.825,1.0,8,3.47,0.09,2,0.97,20,93,0,0
C510,Pentavalent Vaccine,5,1,S5,Medical College Kota,0.99,0.852,10,1.45,0.54,10,1.05,2,55,6,0
C511,Ceftriaxone,4,0,S4,Medical College Kota,0.747,0.759,8,1.8,8.79,0,0.92,24,86,0,1
C512,Rabies Vaccine,5,1,S2,District Hospital Jodhpur,0.775,0.877,7,3.09,1.6,9,1.34,3,78,5,0
C513,Anti-snake Venom,5,1,S2,CHC Udaipur,0.752,0.848,11,3.0,2.72,3,1.42,17,83,0,0
C514,Pentavalent Vaccine,5,1,S10,District Hospital Jaipur,0.741,0.799,9,4.34,0.61,4,0.6,18,87,0,0
C515,Amoxicillin,4,0,S9,PHC Alwar,0.799,0.86,11,0.98,0.0,6,1.03,9,97,0,0
C516,Salbutamol,4,0,S10,District Hospital Jaipur,0.712,0.815,4,2.86,0.92,10,1.21,8,59,0,0
C517,Ceftriaxone,4,0,S3,PHC Alwar,0.849,0.919,2,2.39,3.35,5,1.0,22,55,0,0
C518,Paracetamol Injection,3,0,S2,District Hospital Jaipur,0.968,0.803,11,5.49,4.65,4,1.36,22,82,0,1
C519,Adrenaline Injection,5,0,S8,District Hospital Ajmer,0.99,0.897,5,2.99,0.0,4,1.03,10,83,0,0
C520,Pentavalent Vaccine,5,1,S3,CHC Bikaner,0.706,0.848,5,2.96,0.0,6,1.36,14,73,0,0
C521,Rabies Vaccine,5,1,S8,PHC Alwar,0.99,0.852,7,2.75,6.62,7,1.43,17,82,0,1
C522,ORS,3,0,S6,District Hospital Jodhpur,0.62,0.749,2,0.56,2.52,4,1.57,5,59,3,1
C523,Ceftriaxone,4,0,S9,District Hospital Ajmer,0.568,0.928,9,1.18,0.0,8,0.5,21,75,0,0
C524,Paracetamol Injection,3,0,S8,District Hospital Jaipur,0.735,0.843,9,0.46,2.06,5,0.75,11,72,0,0
C525,Pentavalent Vaccine,5,1,S6,District Hospital Ajmer,0.827,0.888,8,1.67,1.54,6,0.9,8,58,0,0
C526,Pentavalent Vaccine,5,1,S7,Medical College Kota,0.99,1.0,3,3.55,0.0,7,1.37,15,82,0,1
C527,Adrenaline Injection,5,0,S5,District Hospital Jaipur,0.871,0.736,10,2.85,3.12,10,1.76,3,94,5,1
C528,Pentavalent Vaccine,5,1,S2,CHC Udaipur,0.738,0.843,2,1.28,1.47,7,0.5,23,91,0,0
C529,Anti-snake Venom,5,1,S2,Medical College Kota,0.833,0.89,9,0.68,0.0,4,1.36,12,61,0,0
C530,Salbutamol,4,0,S7,CHC Bikaner,0.719,0.887,8,3.07,1.56,9,1.56,12,92,0,1
C531,Amoxicillin,4,0,S6,District Hospital Jodhpur,0.679,0.838,3,4.45,0.57,9,1.2,10,61,0,0
C532,Rabies Vaccine,5,1,S4,District Hospital Ajmer,0.727,0.908,7,2.31,3.22,10,1.81,22,89,0,1
C533,Anti-snake Venom,5,1,S6,Medical College Kota,0.602,0.789,9,3.18,0.0,2,1.26,17,93,0,0
C534,Insulin,5,1,S10,PHC Sikar,0.691,0.783,2,2.6,2.77,9,1.42,11,87,0,0
C535,Salbutamol,4,0,S2,Medical College Kota,0.696,0.865,7,3.77,3.17,2,1.82,19,96,0,1
C536,Paracetamol Injection,3,0,S2,Medical College Kota,0.78,0.737,2,0.0,1.0,6,0.95,14,50,0,0
C537,Oxytocin,5,0,S5,Medical College Kota,0.789,0.853,11,1.52,2.6,0,1.03,4,85,4,0
C538,Pentavalent Vaccine,5,1,S3,CHC Bikaner,0.788,0.995,8,3.57,0.25,1,0.77,16,88,0,0
C539,Insulin,5,1,S5,Medical College Kota,0.779,0.879,9,2.79,3.66,10,0.96,6,92,2,0
C540,Pentavalent Vaccine,5,1,S2,PHC Sikar,0.795,0.892,10,2.63,0.0,0,1.0,19,55,0,0
C541,Adrenaline Injection,5,0,S1,District Hospital Jaipur,0.99,0.925,5,3.16,0.0,3,0.65,23,71,0,0
C542,ORS,3,0,S6,Medical College Kota,0.754,0.893,8,1.29,4.3,3,0.5,1,63,7,0
C543,Insulin,5,1,S5,CHC Udaipur,0.875,0.883,5,3.5,1.15,2,0.87,18,71,0,0
C544,Anti-snake Venom,5,1,S1,District Hospital Ajmer,0.846,0.916,9,1.61,3.14,0,1.53,3,97,5,0
C545,Adrenaline Injection,5,0,S1,District Hospital Jodhpur,0.99,0.943,5,2.66,0.0,1,1.25,11,72,0,0
C546,Salbutamol,4,0,S5,CHC Udaipur,0.827,0.895,10,5.52,0.57,9,0.58,8,100,0,0
C547,Rabies Vaccine,5,1,S6,CHC Udaipur,0.904,0.933,5,1.95,1.17,9,0.86,4,80,4,1
C548,Amoxicillin,4,0,S9,CHC Bikaner,0.99,0.852,8,1.37,0.47,1,0.5,6,64,2,0
C549,Rabies Vaccine,5,1,S3,District Hospital Jodhpur,0.748,0.704,5,1.24,2.59,8,0.86,24,51,0,1
C550,Amoxicillin,4,0,S10,PHC Alwar,0.918,0.778,2,1.9,0.0,1,1.71,21,69,0,1
C551,Oxytocin,5,0,S8,Medical College Kota,0.963,0.778,3,1.49,3.1,7,0.79,24,80,0,0
C552,Paracetamol Injection,3,0,S8,CHC Udaipur,0.908,0.989,2,6.38,2.43,10,0.87,5,66,3,0
C553,Pentavalent Vaccine,5,1,S10,Medical College Kota,0.695,0.925,11,1.54,2.69,9,1.1,19,50,0,1
C554,Iron Folic Acid,2,0,S10,CHC Bikaner,0.983,0.969,2,2.06,1.64,3,1.27,8,94,0,0
C555,Salbutamol,4,0,S6,CHC Bikaner,0.854,0.886,10,3.21,0.06,6,1.85,19,86,0,1
C556,Rabies Vaccine,5,1,S5,District Hospital Ajmer,0.72,0.779,9,2.78,1.18,1,1.48,11,59,0,1
C557,ORS,3,0,S5,Medical College Kota,0.716,0.916,9,2.76,0.0,8,1.16,10,70,0,0
C558,Ceftriaxone,4,0,S9,District Hospital Ajmer,0.9,0.908,10,0.0,0.0,8,1.11,9,55,0,0
C559,Salbutamol,4,0,S1,District Hospital Jaipur,0.784,0.83,3,1.98,2.89,4,1.12,22,61,0,0
C560,Paracetamol Injection,3,0,S6,CHC Bikaner,0.93,0.754,2,2.89,2.62,3,0.5,20,59,0,0
C561,Amoxicillin,4,0,S1,CHC Bikaner,0.612,0.767,5,0.05,0.0,0,0.87,2,62,6,1
C562,Adrenaline Injection,5,0,S10,District Hospital Jodhpur,0.781,0.618,2,0.56,0.62,4,1.56,13,99,0,1
C563,Insulin,5,1,S4,District Hospital Jodhpur,0.688,0.853,5,3.6,1.61,2,0.95,10,83,0,1
C564,Rabies Vaccine,5,1,S6,CHC Bikaner,0.99,0.808,11,3.31,2.87,4,0.84,12,57,0,1
C565,Oxytocin,5,0,S2,PHC Sikar,0.982,0.709,6,3.5,0.0,1,0.88,4,55,4,1
C566,Iron Folic Acid,2,0,S7,District Hospital Jaipur,0.664,0.947,7,4.92,3.47,8,0.5,8,60,0,0
C567,Iron Folic Acid,2,0,S8,CHC Udaipur,0.844,0.884,11,0.0,2.06,8,1.11,13,84,0,0
C568,Oxytocin,5,0,S6,CHC Bikaner,0.67,0.839,3,4.18,1.39,9,0.53,5,90,3,0
C569,Iron Folic Acid,2,0,S7,Medical College Kota,0.902,0.855,7,5.68,1.09,8,0.94,22,80,0,1
C570,Iron Folic Acid,2,0,S10,District Hospital Jodhpur,0.531,0.687,4,6.65,2.13,2,1.34,3,93,5,1
C571,Insulin,5,1,S4,District Hospital Jaipur,0.761,0.981,6,2.81,2.58,10,1.27,12,89,0,0
C572,Adrenaline Injection,5,0,S5,Medical College Kota,0.959,1.0,10,4.21,0.0,9,0.72,6,91,2,0
C573,Adrenaline Injection,5,0,S10,PHC Sikar,0.811,0.795,11,0.0,3.59,5,1.28,14,97,0,1
C574,Insulin,5,1,S1,District Hospital Jodhpur,0.621,0.823,3,1.75,2.07,3,0.93,3,61,5,0
C575,Anti-snake Venom,5,1,S5,District Hospital Jaipur,0.83,0.864,4,5.11,0.22,0,0.91,15,91,0,0
C576,Rabies Vaccine,5,1,S8,District Hospital Jaipur,0.953,0.641,10,4.9,0.0,2,0.87,2,71,6,1
C577,Paracetamol Injection,3,0,S9,CHC Udaipur,0.782,0.658,6,0.92,0.0,5,0.72,6,63,2,1
C578,Salbutamol,4,0,S2,PHC Sikar,0.726,0.948,2,3.34,2.41,8,1.22,24,78,0,0
C579,Oxytocin,5,0,S7,Medical College Kota,0.683,0.94,10,1.57,3.05,1,1.26,18,100,0,0
C580,Paracetamol Injection,3,0,S7,District Hospital Ajmer,0.718,0.878,5,2.02,0.0,8,0.88,10,85,0,0
C581,Salbutamol,4,0,S2,CHC Udaipur,0.99,0.629,5,3.4,0.0,10,0.66,3,81,5,1
C582,Insulin,5,1,S1,District Hospital Jaipur,0.869,0.986,10,2.2,1.45,5,1.27,18,65,0,0
C583,Insulin,5,1,S10,CHC Bikaner,0.78,0.857,9,0.0,0.4,7,0.57,3,72,5,0
C584,Adrenaline Injection,5,0,S7,Medical College Kota,0.819,0.843,5,2.54,0.34,2,0.5,24,94,0,0
C585,Anti-snake Venom,5,1,S6,PHC Alwar,0.99,0.849,2,1.99,0.0,4,1.14,8,61,0,0
C586,Adrenaline Injection,5,0,S7,CHC Bikaner,0.787,0.801,8,1.04,1.12,4,1.34,23,52,0,0
C587,Oxytocin,5,0,S4,District Hospital Ajmer,0.842,0.819,8,4.06,1.67,9,1.04,22,98,0,0
C588,Amoxicillin,4,0,S2,PHC Alwar,0.8,0.871,8,3.78,2.71,4,1.41,20,83,0,1
C589,Ceftriaxone,4,0,S8,District Hospital Jodhpur,0.784,0.714,2,4.07,0.0,4,0.89,14,68,0,0
C590,Rabies Vaccine,5,1,S4,District Hospital Jaipur,0.885,1.0,11,3.34,1.5,2,1.39,9,81,0,0
C591,Paracetamol Injection,3,0,S6,CHC Udaipur,0.715,0.779,4,4.57,0.29,2,0.79,4,91,4,1
C592,ORS,3,0,S4,CHC Bikaner,0.99,0.603,3,0.0,1.57,9,0.5,8,84,0,0
C593,Amoxicillin,4,0,S6,District Hospital Jaipur,0.874,0.813,8,1.22,0.17,7,1.32,15,75,0,1
C594,Rabies Vaccine,5,1,S1,District Hospital Jaipur,0.711,0.852,8,0.0,0.68,6,1.52,24,83,0,0
C595,Paracetamol Injection,3,0,S6,CHC Udaipur,0.787,0.879,6,2.93,1.75,10,1.15,13,60,0,0
C596,Iron Folic Acid,2,0,S6,Medical College Kota,0.825,0.844,8,2.46,1.61,8,0.79,3,63,5,1
C597,Amoxicillin,4,0,S8,CHC Udaipur,0.604,0.887,7,2.45,0.27,9,0.82,1,92,7,1
C598,Rabies Vaccine,5,1,S10,PHC Sikar,0.707,0.797,11,2.61,0.72,10,1.6,11,55,0,0
C599,Rabies Vaccine,5,1,S6,District Hospital Jodhpur,0.786,0.877,3,0.0,0.0,9,1.05,2,56,6,0
C600,Iron Folic Acid,2,0,S2,District Hospital Jaipur,0.814,0.803,2,2.08,1.63,8,1.36,17,97,0,0
C601,Paracetamol Injection,3,0,S1,Medical College Kota,0.774,0.88,10,2.77,0.49,9,0.5,2,58,6,0
C602,Adrenaline Injection,5,0,S4,District Hospital Ajmer,0.795,0.957,3,1.49,1.15,0,0.59,16,60,0,0
C603,Rabies Vaccine,5,1,S8,District Hospital Ajmer,0.829,0.895,3,3.44,1.36,5,1.19,15,79,0,0
C604,Rabies Vaccine,5,1,S10,District Hospital Ajmer,0.655,0.782,10,3.4,1.55,5,0.59,22,66,0,0
C605,Ceftriaxone,4,0,S9,CHC Udaipur,0.99,0.834,4,5.51,2.91,2,2.08,4,68,4,0
C606,Iron Folic Acid,2,0,S6,PHC Alwar,0.789,0.898,2,3.54,0.0,1,1.56,17,89,0,0
C607,Salbutamol,4,0,S2,CHC Bikaner,0.726,0.886,11,0.93,0.0,7,0.5,19,56,0,0
C608,Rabies Vaccine,5,1,S8,CHC Udaipur,0.902,0.863,3,2.9,0.0,10,1.28,1,56,7,1
C609,Adrenaline Injection,5,0,S5,PHC Sikar,0.788,0.882,11,0.85,2.98,1,0.64,22,54,0,0
C610,Anti-snake Venom,5,1,S4,PHC Sikar,0.864,0.714,8,5.3,1.95,2,0.5,21,67,0,1
C611,Ceftriaxone,4,0,S1,Medical College Kota,0.853,0.77,6,3.3,0.0,3,0.5,17,93,0,0
C612,Iron Folic Acid,2,0,S8,PHC Alwar,0.758,0.827,6,0.0,3.81,0,0.9,3,52,5,0
C613,Salbutamol,4,0,S1,Medical College Kota,0.86,0.77,5,4.89,0.94,0,1.44,21,90,0,0
C614,Oxytocin,5,0,S5,PHC Sikar,0.702,0.872,11,2.36,2.71,8,0.5,15,52,0,0
C615,Rabies Vaccine,5,1,S3,CHC Udaipur,0.548,0.825,10,4.11,1.8,6,1.18,1,78,7,1
C616,Salbutamol,4,0,S1,District Hospital Ajmer,0.924,0.838,3,2.53,1.55,2,0.98,23,94,0,0
C617,Insulin,5,1,S2,District Hospital Jaipur,0.871,0.94,8,4.13,1.88,7,1.03,17,77,0,1
C618,ORS,3,0,S4,CHC Bikaner,0.99,0.796,2,3.53,0.0,9,0.7,1,82,7,1
C619,Oxytocin,5,0,S7,District Hospital Jodhpur,0.85,0.77,5,4.93,2.08,8,0.94,9,91,0,0
C620,Paracetamol Injection,3,0,S2,CHC Udaipur,0.756,0.928,3,3.83,5.26,6,1.25,16,70,0,0
C621,Rabies Vaccine,5,1,S1,District Hospital Jodhpur,0.754,0.859,5,3.08,2.18,8,1.05,10,78,0,0
C622,Adrenaline Injection,5,0,S9,CHC Udaipur,0.823,0.874,8,3.41,1.28,3,1.21,8,66,0,0
C623,Salbutamol,4,0,S1,PHC Sikar,0.99,0.95,11,0.33,3.77,6,0.5,8,81,0,0
C624,Adrenaline Injection,5,0,S6,CHC Bikaner,0.688,0.929,2,0.0,2.03,10,0.58,16,82,0,1
C625,Oxytocin,5,0,S6,District Hospital Jaipur,0.963,0.962,10,0.53,0.51,10,0.62,9,54,0,0
C626,Amoxicillin,4,0,S1,CHC Bikaner,0.99,0.871,9,2.71,3.19,1,0.57,18,80,0,1
C627,Amoxicillin,4,0,S9,PHC Alwar,0.876,0.743,7,3.13,3.76,4,0.5,20,78,0,0
C628,Insulin,5,1,S5,District Hospital Jodhpur,0.75,0.797,4,2.91,1.75,1,1.68,24,93,0,0
C629,Amoxicillin,4,0,S2,District Hospital Ajmer,0.811,1.0,2,4.01,1.63,4,0.89,18,94,0,0
C630,Anti-snake Venom,5,1,S6,CHC Bikaner,0.834,0.663,3,1.62,0.0,5,0.79,17,72,0,0
C631,Insulin,5,1,S9,Medical College Kota,0.734,0.875,6,2.75,3.21,7,1.29,4,62,4,1
C632,Salbutamol,4,0,S7,PHC Alwar,0.918,0.99,2,3.35,3.54,2,0.58,16,70,0,0
C633,Oxytocin,5,0,S8,PHC Sikar,0.821,0.893,11,2.57,2.8,2,1.57,7,67,1,0
C634,Insulin,5,1,S6,District Hospital Jodhpur,0.866,0.826,5,3.3,0.0,10,1.08,19,94,0,0
C635,ORS,3,0,S1,Medical College Kota,0.753,0.89,8,1.83,1.24,3,0.88,9,62,0,0
C636,Adrenaline Injection,5,0,S6,CHC Bikaner,0.818,0.886,3,2.44,0.0,5,0.88,16,78,0,1
C637,Rabies Vaccine,5,1,S7,PHC Sikar,0.781,1.0,9,0.15,0.0,5,1.25,19,77,0,0
C638,Paracetamol Injection,3,0,S5,District Hospital Jodhpur,0.99,0.77,3,4.09,0.0,1,1.12,10,50,0,0
C639,Adrenaline Injection,5,0,S9,Medical College Kota,0.795,0.757,2,5.32,2.8,8,1.16,8,62,0,0
C640,Adrenaline Injection,5,0,S9,PHC Alwar,0.672,0.716,8,3.74,2.28,6,1.35,22,78,0,0
C641,Oxytocin,5,0,S10,PHC Sikar,0.823,0.862,11,1.77,1.42,8,0.52,7,95,1,0
C642,Rabies Vaccine,5,1,S5,District Hospital Jaipur,0.928,0.713,2,1.49,4.91,3,0.69,9,84,0,1
C643,Rabies Vaccine,5,1,S7,District Hospital Jaipur,0.727,0.773,9,5.45,0.54,4,1.11,18,93,0,0
C644,Iron Folic Acid,2,0,S9,PHC Alwar,0.752,0.712,6,1.94,4.73,6,1.44,11,92,0,0
C645,Amoxicillin,4,0,S1,CHC Bikaner,0.99,0.799,6,2.11,0.0,3,0.53,6,96,2,0
C646,Oxytocin,5,0,S6,CHC Udaipur,0.773,0.849,10,4.36,0.0,2,1.68,11,51,0,0
C647,Ceftriaxone,4,0,S6,District Hospital Jodhpur,0.858,0.776,8,1.49,3.22,10,1.07,23,62,0,0
C648,Anti-snake Venom,5,1,S7,CHC Bikaner,0.692,0.672,11,4.66,2.02,8,0.99,7,99,1,1
C649,Anti-snake Venom,5,1,S7,District Hospital Jaipur,0.944,0.701,3,0.3,0.88,8,1.76,3,80,5,1
C650,Ceftriaxone,4,0,S2,PHC Alwar,0.597,1.0,2,1.47,4.06,3,1.01,13,84,0,1
C651,Rabies Vaccine,5,1,S9,Medical College Kota,0.882,0.827,11,4.13,0.28,6,0.84,15,65,0,1
C652,Rabies Vaccine,5,1,S3,PHC Alwar,0.974,0.939,8,0.82,5.42,5,0.86,1,56,7,0
C653,Rabies Vaccine,5,1,S4,PHC Alwar,0.747,0.91,5,3.26,4.03,7,0.98,19,62,0,1
C654,Rabies Vaccine,5,1,S8,PHC Alwar,0.757,1.0,10,3.76,0.8,9,0.62,23,68,0,0
C655,ORS,3,0,S3,PHC Alwar,0.848,0.81,7,2.61,3.24,1,1.28,4,78,4,0
C656,Pentavalent Vaccine,5,1,S4,District Hospital Jodhpur,0.727,0.82,11,2.63,1.14,2,0.88,11,56,0,0
C657,Salbutamol,4,0,S9,District Hospital Ajmer,0.876,0.982,4,0.94,2.76,3,0.5,3,57,5,1
C658,Salbutamol,4,0,S6,District Hospital Ajmer,0.796,0.767,10,0.8,1.7,2,1.14,4,72,4,0
C659,ORS,3,0,S9,CHC Udaipur,0.696,0.729,2,2.69,2.9,7,1.1,2,63,6,1
C660,ORS,3,0,S3,Medical College Kota,0.743,0.97,3,3.57,0.36,4,1.29,10,59,0,0
C661,ORS,3,0,S10,District Hospital Ajmer,0.99,0.83,3,1.72,2.61,7,0.5,21,95,0,0
C662,Paracetamol Injection,3,0,S6,CHC Bikaner,0.99,0.794,2,2.57,0.72,4,1.63,15,80,0,0
C663,Paracetamol Injection,3,0,S6,District Hospital Jaipur,0.861,0.796,2,0.84,0.61,4,1.97,23,53,0,0
C664,Anti-snake Venom,5,1,S5,District Hospital Ajmer,0.695,0.927,5,1.67,0.0,1,1.67,1,75,7,1
C665,Pentavalent Vaccine,5,1,S9,CHC Udaipur,0.99,0.9,11,2.13,0.0,6,1.43,18,85,0,1
C666,ORS,3,0,S3,District Hospital Jaipur,0.746,0.971,5,2.1,0.33,3,0.54,6,75,2,0
C667,Ceftriaxone,4,0,S4,CHC Bikaner,0.789,0.726,2,3.61,0.41,8,0.56,4,51,4,0
C668,Amoxicillin,4,0,S10,District Hospital Jodhpur,0.873,0.653,3,2.18,0.0,5,1.28,16,67,0,1
C669,Oxytocin,5,0,S7,District Hospital Jaipur,0.815,0.849,11,6.53,2.95,5,0.97,22,54,0,0
C670,Salbutamol,4,0,S6,PHC Sikar,0.857,0.795,11,1.95,0.68,0,0.97,5,55,3,0
C671,Paracetamol Injection,3,0,S9,PHC Sikar,0.976,0.874,9,2.49,4.88,1,0.5,16,68,0,0
C672,Insulin,5,1,S9,District Hospital Jaipur,0.62,0.712,8,0.49,1.28,10,1.03,1,53,7,1
C673,Iron Folic Acid,2,0,S8,PHC Sikar,0.935,0.72,7,1.9,2.8,10,0.73,7,66,1,1
C674,Iron Folic Acid,2,0,S10,PHC Alwar,0.765,0.833,6,3.96,0.94,5,0.85,16,57,0,0
C675,Paracetamol Injection,3,0,S6,PHC Sikar,0.899,0.846,11,0.69,2.96,0,0.95,10,69,0,1
C676,Oxytocin,5,0,S1,District Hospital Jodhpur,0.778,1.0,11,2.95,0.6,0,0.77,3,74,5,0
C677,Anti-snake Venom,5,1,S6,PHC Sikar,0.648,0.872,6,0.0,2.05,4,1.34,4,71,4,1
C678,Insulin,5,1,S2,CHC Bikaner,0.9,0.985,7,3.8,0.0,4,1.49,5,52,3,1
C679,ORS,3,0,S7,Medical College Kota,0.896,0.948,11,0.6,4.72,9,0.87,21,80,0,0
C680,Adrenaline Injection,5,0,S3,PHC Alwar,0.722,1.0,6,4.78,4.29,5,1.31,14,60,0,1
C681,Iron Folic Acid,2,0,S9,Medical College Kota,0.828,1.0,2,1.98,1.37,7,1.31,11,61,0,1
C682,Iron Folic Acid,2,0,S5,CHC Bikaner,0.611,1.0,9,2.02,2.54,9,0.77,3,89,5,0
C683,Amoxicillin,4,0,S9,District Hospital Ajmer,0.738,0.942,7,1.71,0.61,2,1.26,23,91,0,1
C684,Iron Folic Acid,2,0,S10,CHC Bikaner,0.899,0.79,11,2.2,1.47,6,1.4,24,57,0,0
C685,Oxytocin,5,0,S5,PHC Sikar,0.965,0.962,6,2.34,3.5,5,0.64,10,99,0,0
C686,ORS,3,0,S8,District Hospital Jodhpur,0.796,0.561,10,0.87,0.0,10,1.09,16,75,0,1
C687,Rabies Vaccine,5,1,S8,PHC Alwar,0.803,0.77,5,2.74,3.58,5,1.27,6,74,2,0
C688,Paracetamol Injection,3,0,S9,District Hospital Jodhpur,0.784,0.833,6,0.18,3.26,8,1.46,17,63,0,0
C689,Ceftriaxone,4,0,S1,District Hospital Ajmer,0.576,0.736,3,0.0,3.89,9,1.0,7,57,1,1
C690,Paracetamol Injection,3,0,S3,PHC Alwar,0.604,0.815,7,3.48,0.04,6,1.07,13,55,0,1
C691,Ceftriaxone,4,0,S4,PHC Sikar,0.902,0.956,7,0.49,0.0,4,1.27,13,75,0,0
